"","Account Name","Opportunity Name","Product","Stage Name","Amount_USD","Close Date Year","Close Date Month","Close Date Day","Lead Source","Forecast Category","Account Owner","Region","Fiscal Year","Fiscal Quarter","Team Name"
"2698","Tarte Inc","Tarte Inc","Memora","5 - Closed Won","11300","2011","10","18","Business development","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Northwest","2011","2011-07-01 00:00:00","US Sales Team"
"2699","Bryant Ranch Prepack","Bryant Ranch Prepack","Dentrex","5 - Closed Won","1078","2013","10","4","Web","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Southwest","2013","2013-07-01 00:00:00","EU Sales Team"
"2700","Tarte Inc","Tarte Inc","Prevalax","5 - Closed Won","2283","2015","3","25","Business development","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southwest","2015","2015-04-01 00:00:00","EU Sales Team"
"2701","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Accugel","5 - Closed Won","21196","2012","7","17","Business development","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Southeast","2012","2012-07-01 00:00:00","EU Sales Team"
"2702","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Acclimite","5 - Closed Won","4782","2013","3","15","Not specified","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Southwest","2013","2013-07-01 00:00:00","US Sales Team"
"2703","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Prevalax","5 - Closed Won","23278","2011","7","5","Business development","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Northeast","2011","2011-04-01 00:00:00","US Sales Team"
"2704","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Accruex","5 - Closed Won","13692","2012","5","13","Business development","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southwest","2012","2012-07-01 00:00:00","US Sales Team"
"2705","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Accugel","5 - Closed Won","8782","2015","8","23","Web","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northwest","2015","2015-10-01 00:00:00","EU Sales Team"
"2706","Wyeth BioPharma","Wyeth BioPharma","Manatea","5 - Closed Won","19657","2011","4","4","Business development","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southwest","2011","2011-01-01 00:00:00","EU Sales Team"
"2707","American Health Packaging","American Health Packaging","Comfront","5 - Closed Won","2143","2015","2","7","Not specified","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Southeast","2015","2015-01-01 00:00:00","EU Sales Team"
"2708","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Radantix","5 - Closed Won","7247","2015","2","17","Tradeshow","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northeast","2015","2015-10-01 00:00:00","EU Sales Team"
"2709","Apotheca Company","Apotheca Company","Comfront","5 - Closed Won","9463","2012","11","10","Web","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northeast","2012","2012-07-01 00:00:00","US Sales Team"
"2710","Wyeth BioPharma","Wyeth BioPharma","Acclimite","5 - Closed Won","14903","2012","5","19","Tradeshow","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southeast","2012","2012-10-01 00:00:00","EU Sales Team"
"2711","Tarte Inc","Tarte Inc","Memora","5 - Closed Won","18451","2014","10","12","Tradeshow","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Southeast","2014","2014-10-01 00:00:00","US Sales Team"
"2712","Safeway","Safeway","Prevalax","5 - Closed Won","5483","2014","12","22","Not specified","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Southeast","2014","2014-10-01 00:00:00","EU Sales Team"
"2713","Indiana Botanic Gardens","Indiana Botanic Gardens","Acclimite","5 - Closed Won","8584","2013","2","23","Web","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Northwest","2013","2013-04-01 00:00:00","EU Sales Team"
"2714","Tarte Inc","Tarte Inc","Zillia","5 - Closed Won","24964","2011","1","16","Business development","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Northeast","2011","2011-10-01 00:00:00","EU Sales Team"
"2715","Wyeth BioPharma","Wyeth BioPharma","Prevalax","5 - Closed Won","16549","2011","12","27","Tradeshow","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northwest","2011","2011-10-01 00:00:00","US Sales Team"
"2716","Personal Care Products","Personal Care Products","Zillia","5 - Closed Won","12768","2011","11","16","Tradeshow","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Northeast","2011","2011-01-01 00:00:00","EU Sales Team"
"2717","The Mentholatum Company","The Mentholatum Company","Zillia","5 - Closed Won","17295","2013","10","3","Tradeshow","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northwest","2013","2013-01-01 00:00:00","US Sales Team"
"2718","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Comfront","5 - Closed Won","2445","2012","9","14","Not specified","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southwest","2012","2012-01-01 00:00:00","US Sales Team"
"2719","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Memora","5 - Closed Won","12200","2013","12","23","Not specified","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Northeast","2013","2013-07-01 00:00:00","US Sales Team"
"2720","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Dentrex","5 - Closed Won","3907","2012","8","14","Business development","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Southeast","2012","2012-10-01 00:00:00","EU Sales Team"
"2721","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Radantix","5 - Closed Won","20157","2013","11","13","Not specified","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northwest","2013","2013-07-01 00:00:00","US Sales Team"
"2722","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Avenetro","5 - Closed Won","12895","2011","4","11","Not specified","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Southwest","2011","2011-10-01 00:00:00","US Sales Team"
"2723","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Manatea","5 - Closed Won","13691","2015","8","11","Web","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Southwest","2015","2015-07-01 00:00:00","US Sales Team"
"2724","Wyeth BioPharma","Wyeth BioPharma","Accugel","5 - Closed Won","18246","2014","5","11","Business development","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"2725","Safeway","Safeway","Prevalax","5 - Closed Won","6350","2011","9","10","Business development","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southwest","2011","2011-07-01 00:00:00","US Sales Team"
"2726","Indiana Botanic Gardens","Indiana Botanic Gardens","Manatea","5 - Closed Won","21872","2011","9","17","Web","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southeast","2011","2011-01-01 00:00:00","EU Sales Team"
"2727","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Manatea","5 - Closed Won","24728","2013","8","15","Not specified","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Southwest","2013","2013-01-01 00:00:00","EU Sales Team"
"2728","Indiana Botanic Gardens","Indiana Botanic Gardens","Avenetro","5 - Closed Won","23201","2012","6","3","Web","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Northeast","2012","2012-01-01 00:00:00","US Sales Team"
"2729","Safeway","Safeway","Prevalax","5 - Closed Won","7369","2011","11","7","Tradeshow","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Northwest","2011","2011-10-01 00:00:00","EU Sales Team"
"2730","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Zillia","5 - Closed Won","11365","2011","5","17","Not specified","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"2731","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Zillia","5 - Closed Won","9797","2015","1","8","Business development","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southeast","2015","2015-10-01 00:00:00","EU Sales Team"
"2732","Wyeth BioPharma","Wyeth BioPharma","3-DOM","5 - Closed Won","4840","2014","11","7","Tradeshow","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Southwest","2014","2014-01-01 00:00:00","EU Sales Team"
"2733","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Prevalax","5 - Closed Won","22859","2014","11","12","Web","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Northwest","2014","2014-04-01 00:00:00","US Sales Team"
"2734","Walgreens Co.","Walgreens Co.","Dentrex","5 - Closed Won","8737","2015","10","13","Web","Closed","093c020a-4551-467e-95e9-b258927674e9","Southwest","2015","2015-10-01 00:00:00","US Sales Team"
"2735","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Memora","5 - Closed Won","4696","2015","4","2","Web","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2015","2015-10-01 00:00:00","US Sales Team"
"2736","Watson Laboratories Inc.","Watson Laboratories Inc.","3-DOM","5 - Closed Won","19441","2014","4","1","Web","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Southwest","2014","2014-10-01 00:00:00","EU Sales Team"
"2737","American Health Packaging","American Health Packaging","Prevalax","5 - Closed Won","9751","2015","5","17","Not specified","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southeast","2015","2015-01-01 00:00:00","US Sales Team"
"2738","The Mentholatum Company","The Mentholatum Company","Accugel","5 - Closed Won","7623","2011","12","18","Not specified","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Northwest","2011","2011-04-01 00:00:00","US Sales Team"
"2739","Bryant Ranch Prepack","Bryant Ranch Prepack","Avenetro","5 - Closed Won","17104","2013","7","17","Tradeshow","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northwest","2013","2013-01-01 00:00:00","US Sales Team"
"2740","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","3-DOM","5 - Closed Won","14755","2011","2","11","Not specified","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2011","2011-10-01 00:00:00","EU Sales Team"
"2741","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Zillia","5 - Closed Won","19956","2014","8","10","Not specified","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northwest","2014","2014-04-01 00:00:00","US Sales Team"
"2742","American Health Packaging","American Health Packaging","Comfront","5 - Closed Won","8550","2014","2","19","Not specified","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Southwest","2014","2014-10-01 00:00:00","EU Sales Team"
"2743","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Manatea","5 - Closed Won","5928","2013","1","13","Not specified","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Southwest","2013","2013-07-01 00:00:00","EU Sales Team"
"2744","AvKARE Inc.","AvKARE Inc.","Dentrex","5 - Closed Won","9238","2015","8","12","Tradeshow","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southeast","2015","2015-04-01 00:00:00","EU Sales Team"
"2745","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Prevalax","5 - Closed Won","3940","2013","1","17","Web","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Northeast","2013","2013-04-01 00:00:00","EU Sales Team"
"2746","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Manatea","5 - Closed Won","12832","2011","7","1","Web","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Southeast","2011","2011-10-01 00:00:00","EU Sales Team"
"2747","Walgreens Co.","Walgreens Co.","Emoltra","5 - Closed Won","11709","2013","3","23","Not specified","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"2748","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Emoltra","5 - Closed Won","9781","2014","3","14","Web","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Northeast","2014","2014-10-01 00:00:00","EU Sales Team"
"2749","Personal Care Products","Personal Care Products","Prevalax","5 - Closed Won","23605","2015","1","20","Tradeshow","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Northwest","2015","2015-04-01 00:00:00","US Sales Team"
"2750","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Radantix","5 - Closed Won","3325","2015","2","5","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2015","2015-01-01 00:00:00","US Sales Team"
"2751","Apotheca Company","Apotheca Company","Accruex","5 - Closed Won","5853","2013","6","28","Tradeshow","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Southwest","2013","2013-07-01 00:00:00","EU Sales Team"
"2752","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Accugel","5 - Closed Won","12825","2014","4","21","Tradeshow","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northeast","2014","2014-10-01 00:00:00","US Sales Team"
"2753","Apotheca Company","Apotheca Company","Radantix","5 - Closed Won","10372","2013","11","6","Web","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Northeast","2013","2013-01-01 00:00:00","EU Sales Team"
"2754","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Acclimite","5 - Closed Won","7877","2012","12","12","Tradeshow","Closed","093c020a-4551-467e-95e9-b258927674e9","Northwest","2012","2012-04-01 00:00:00","US Sales Team"
"2755","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Memora","5 - Closed Won","14034","2012","10","8","Web","Closed","093c020a-4551-467e-95e9-b258927674e9","Southeast","2012","2012-10-01 00:00:00","US Sales Team"
"2756","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Prevalax","5 - Closed Won","5866","2013","6","22","Not specified","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northwest","2013","2013-01-01 00:00:00","US Sales Team"
"2757","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Accruex","5 - Closed Won","9485","2015","7","4","Business development","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Northwest","2015","2015-07-01 00:00:00","EU Sales Team"
"2758","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Acclimite","5 - Closed Won","2659","2015","9","28","Tradeshow","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Southwest","2015","2015-07-01 00:00:00","US Sales Team"
"2759","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Emoltra","5 - Closed Won","15053","2011","2","4","Not specified","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Southwest","2011","2011-04-01 00:00:00","EU Sales Team"
"2760","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Comfront","5 - Closed Won","21966","2011","5","18","Business development","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northeast","2011","2011-01-01 00:00:00","US Sales Team"
"2761","Bryant Ranch Prepack","Bryant Ranch Prepack","Accugel","5 - Closed Won","16535","2013","3","7","Web","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northwest","2013","2013-04-01 00:00:00","EU Sales Team"
"2762","Safeway","Safeway","Manatea","5 - Closed Won","1049","2013","6","14","Business development","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Southwest","2013","2013-01-01 00:00:00","EU Sales Team"
"2763","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Comfront","5 - Closed Won","7961","2013","6","20","Web","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2013","2013-01-01 00:00:00","US Sales Team"
"2764","Personal Care Products","Personal Care Products","3-DOM","5 - Closed Won","23921","2014","9","11","Not specified","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northeast","2014","2014-01-01 00:00:00","EU Sales Team"
"2765","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","3-DOM","5 - Closed Won","12387","2015","5","10","Web","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Southeast","2015","2015-01-01 00:00:00","EU Sales Team"
"2766","Personal Care Products","Personal Care Products","Zillia","5 - Closed Won","21655","2011","6","9","Business development","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Southeast","2011","2011-10-01 00:00:00","EU Sales Team"
"2767","Bryant Ranch Prepack","Bryant Ranch Prepack","Accruex","5 - Closed Won","17735","2013","5","27","Business development","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Southwest","2013","2013-10-01 00:00:00","EU Sales Team"
"2768","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Comfront","5 - Closed Won","22913","2013","1","20","Web","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northwest","2013","2013-07-01 00:00:00","US Sales Team"
"2769","Chromate Industrial Corporation","Chromate Industrial Corporation","3-DOM","5 - Closed Won","2930","2012","5","5","Web","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Northeast","2012","2012-07-01 00:00:00","EU Sales Team"
"2770","American Health Packaging","American Health Packaging","Accruex","5 - Closed Won","2065","2015","3","11","Business development","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northeast","2015","2015-10-01 00:00:00","EU Sales Team"
"2771","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Emoltra","5 - Closed Won","1188","2015","11","11","Tradeshow","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Northwest","2015","2015-01-01 00:00:00","EU Sales Team"
"2772","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Memora","5 - Closed Won","10348","2011","1","10","Not specified","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2011","2011-10-01 00:00:00","US Sales Team"
"2773","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Comfront","5 - Closed Won","12942","2013","12","9","Business development","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Northwest","2013","2013-01-01 00:00:00","EU Sales Team"
"2774","Watson Laboratories Inc.","Watson Laboratories Inc.","Prevalax","5 - Closed Won","23523","2013","12","12","Business development","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Northwest","2013","2013-04-01 00:00:00","US Sales Team"
"2775","Apotheca Company","Apotheca Company","Comfront","5 - Closed Won","24037","2013","10","1","Business development","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northwest","2013","2013-10-01 00:00:00","EU Sales Team"
"2776","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Acclimite","5 - Closed Won","14340","2013","5","23","Tradeshow","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northwest","2013","2013-07-01 00:00:00","US Sales Team"
"2777","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Accugel","5 - Closed Won","6793","2015","6","8","Tradeshow","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Northeast","2015","2015-01-01 00:00:00","US Sales Team"
"2778","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Memora","5 - Closed Won","20095","2014","5","15","Tradeshow","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2014","2014-04-01 00:00:00","US Sales Team"
"2779","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Comfront","5 - Closed Won","5514","2014","10","16","Tradeshow","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Northeast","2014","2014-04-01 00:00:00","EU Sales Team"
"2780","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Dentrex","5 - Closed Won","24108","2011","8","17","Business development","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southwest","2011","2011-07-01 00:00:00","EU Sales Team"
"2781","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Emoltra","5 - Closed Won","7034","2011","5","1","Not specified","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Southeast","2011","2011-04-01 00:00:00","EU Sales Team"
"2782","Walgreens Co.","Walgreens Co.","Radantix","5 - Closed Won","6879","2011","10","1","Tradeshow","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northeast","2011","2011-01-01 00:00:00","US Sales Team"
"2783","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Acclimite","5 - Closed Won","17244","2013","10","17","Tradeshow","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southwest","2013","2013-01-01 00:00:00","US Sales Team"
"2784","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Accruex","5 - Closed Won","14096","2013","5","28","Business development","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Southwest","2013","2013-01-01 00:00:00","EU Sales Team"
"2785","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Prevalax","5 - Closed Won","19984","2014","1","8","Tradeshow","Closed","86316069-f7fb-4489-8bd5-5ea48c0ea25a","Southeast","2014","2014-10-01 00:00:00","US Sales Team"
"2786","Bryant Ranch Prepack","Bryant Ranch Prepack","Accruex","5 - Closed Won","215","2013","5","14","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"2787","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Accugel","5 - Closed Won","18616","2014","8","8","Tradeshow","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southeast","2014","2014-01-01 00:00:00","EU Sales Team"
"2788","Indiana Botanic Gardens","Indiana Botanic Gardens","Prevalax","5 - Closed Won","11010","2012","2","8","Business development","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southeast","2012","2012-01-01 00:00:00","EU Sales Team"
"2789","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Accruex","5 - Closed Won","7672","2012","4","21","Business development","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Southwest","2012","2012-04-01 00:00:00","US Sales Team"
"2790","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Accruex","5 - Closed Won","538","2012","11","25","Tradeshow","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Southeast","2012","2012-01-01 00:00:00","EU Sales Team"
"2791","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Zillia","5 - Closed Won","2316","2012","9","25","Web","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Southwest","2012","2012-07-01 00:00:00","EU Sales Team"
"2792","Chromate Industrial Corporation","Chromate Industrial Corporation","Dentrex","5 - Closed Won","4521","2011","3","13","Not specified","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Northeast","2011","2011-04-01 00:00:00","EU Sales Team"
"2793","American Health Packaging","American Health Packaging","Prevalax","5 - Closed Won","1984","2011","10","11","Tradeshow","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2011","2011-01-01 00:00:00","US Sales Team"
"2794","Apotheca Company","Apotheca Company","3-DOM","5 - Closed Won","14964","2014","5","16","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northwest","2014","2014-01-01 00:00:00","US Sales Team"
"2795","Indiana Botanic Gardens","Indiana Botanic Gardens","Radantix","5 - Closed Won","12165","2015","1","5","Not specified","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Northeast","2015","2015-04-01 00:00:00","US Sales Team"
"2796","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Accugel","5 - Closed Won","1273","2015","11","24","Business development","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Southwest","2015","2015-10-01 00:00:00","EU Sales Team"
"2797","AvKARE Inc.","AvKARE Inc.","Avenetro","5 - Closed Won","1193","2013","4","3","Business development","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Northwest","2013","2013-07-01 00:00:00","EU Sales Team"
"2798","Walgreens Co.","Walgreens Co.","Accruex","5 - Closed Won","24215","2014","8","27","Tradeshow","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southeast","2014","2014-04-01 00:00:00","US Sales Team"
"2799","Watson Laboratories Inc.","Watson Laboratories Inc.","Prevalax","5 - Closed Won","11395","2012","10","6","Business development","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northwest","2012","2012-01-01 00:00:00","EU Sales Team"
"2800","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Acclimite","5 - Closed Won","21794","2014","1","13","Business development","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"2801","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Accugel","5 - Closed Won","13269","2015","2","7","Business development","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Southwest","2015","2015-04-01 00:00:00","US Sales Team"
"2802","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Radantix","5 - Closed Won","9380","2012","5","28","Not specified","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northwest","2012","2012-10-01 00:00:00","EU Sales Team"
"2803","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Manatea","5 - Closed Won","10086","2011","1","10","Web","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Southeast","2011","2011-01-01 00:00:00","US Sales Team"
"2804","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Comfront","5 - Closed Won","9104","2015","5","13","Business development","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Southwest","2015","2015-07-01 00:00:00","US Sales Team"
"2805","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Emoltra","5 - Closed Won","6286","2013","5","4","Tradeshow","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Northwest","2013","2013-07-01 00:00:00","EU Sales Team"
"2806","Walgreens Co.","Walgreens Co.","Emoltra","5 - Closed Won","20899","2012","4","1","Tradeshow","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Southwest","2012","2012-10-01 00:00:00","US Sales Team"
"2807","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Acclimite","5 - Closed Won","18716","2011","8","4","Business development","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Southwest","2011","2011-01-01 00:00:00","EU Sales Team"
"2808","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Accugel","5 - Closed Won","13292","2013","12","3","Business development","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southeast","2013","2013-10-01 00:00:00","US Sales Team"
"2809","Indiana Botanic Gardens","Indiana Botanic Gardens","Emoltra","5 - Closed Won","20977","2013","2","4","Tradeshow","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northeast","2013","2013-01-01 00:00:00","EU Sales Team"
"2810","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Emoltra","5 - Closed Won","1473","2014","11","26","Not specified","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southwest","2014","2014-07-01 00:00:00","EU Sales Team"
"2811","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Manatea","5 - Closed Won","16731","2011","10","19","Web","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northwest","2011","2011-07-01 00:00:00","US Sales Team"
